Maximum Speed,Number of Evaluations
2.9587567045343866,0
2.9587567045343866,1
16.01042528747651,2
16.01042528747651,3
16.01042528747651,4
16.01042528747651,5
16.01042528747651,6
16.01042528747651,7
16.01042528747651,8
16.01042528747651,9
16.01042528747651,10
16.01042528747651,11
16.01042528747651,12
16.01042528747651,13
16.01042528747651,14
16.01042528747651,15
16.01042528747651,16
16.01042528747651,17
16.01042528747651,18
16.01042528747651,19
16.01042528747651,20
16.01042528747651,21
16.01042528747651,22
16.01042528747651,23
16.01042528747651,24
16.01042528747651,25
16.01042528747651,26
16.01042528747651,27
16.01042528747651,28
16.01042528747651,29
16.01042528747651,30
16.01042528747651,31
16.01042528747651,32
16.01042528747651,33
16.01042528747651,34
16.01042528747651,35
16.01042528747651,36
16.01042528747651,37
16.01042528747651,38
16.01042528747651,39
22.217328276642196,40
22.217328276642196,41
22.217328276642196,42
22.217328276642196,43
22.217328276642196,44
22.217328276642196,45
22.217328276642196,46
22.217328276642196,47
22.217328276642196,48
22.217328276642196,49
22.217328276642196,50
22.217328276642196,51
22.217328276642196,52
22.217328276642196,53
22.217328276642196,54
22.217328276642196,55
22.217328276642196,56
22.217328276642196,57
22.217328276642196,58
22.217328276642196,59
22.217328276642196,60
22.217328276642196,61
22.217328276642196,62
22.217328276642196,63
22.217328276642196,64
22.217328276642196,65
22.217328276642196,66
22.217328276642196,67
22.217328276642196,68
22.217328276642196,69
22.217328276642196,70
22.217328276642196,71
22.217328276642196,72
22.217328276642196,73
22.217328276642196,74
22.217328276642196,75
22.217328276642196,76
22.217328276642196,77
22.217328276642196,78
22.217328276642196,79
22.217328276642196,80
22.217328276642196,81
22.217328276642196,82
22.217328276642196,83
22.217328276642196,84
22.217328276642196,85
22.217328276642196,86
22.217328276642196,87
22.217328276642196,88
22.217328276642196,89
22.217328276642196,90
22.217328276642196,91
22.217328276642196,92
22.217328276642196,93
22.217328276642196,94
22.217328276642196,95
22.217328276642196,96
22.217328276642196,97
22.217328276642196,98
22.217328276642196,99
22.217328276642196,100
22.217328276642196,101
22.217328276642196,102
22.217328276642196,103
22.217328276642196,104
22.217328276642196,105
22.217328276642196,106
22.217328276642196,107
22.217328276642196,108
22.217328276642196,109
22.217328276642196,110
22.217328276642196,111
22.217328276642196,112
22.217328276642196,113
22.217328276642196,114
22.217328276642196,115
22.217328276642196,116
22.217328276642196,117
22.217328276642196,118
22.217328276642196,119
22.217328276642196,120
22.217328276642196,121
22.217328276642196,122
22.217328276642196,123
22.217328276642196,124
22.217328276642196,125
22.217328276642196,126
22.217328276642196,127
22.217328276642196,128
22.217328276642196,129
22.217328276642196,130
22.217328276642196,131
22.217328276642196,132
22.217328276642196,133
22.217328276642196,134
22.217328276642196,135
22.217328276642196,136
22.217328276642196,137
22.217328276642196,138
22.217328276642196,139
22.217328276642196,140
22.217328276642196,141
22.217328276642196,142
22.217328276642196,143
22.217328276642196,144
22.217328276642196,145
22.217328276642196,146
22.217328276642196,147
22.217328276642196,148
22.217328276642196,149
22.217328276642196,150
22.217328276642196,151
22.217328276642196,152
22.217328276642196,153
22.217328276642196,154
22.217328276642196,155
22.217328276642196,156
22.217328276642196,157
22.217328276642196,158
22.217328276642196,159
22.217328276642196,160
22.217328276642196,161
22.217328276642196,162
22.217328276642196,163
22.217328276642196,164
22.217328276642196,165
22.217328276642196,166
22.217328276642196,167
22.217328276642196,168
22.217328276642196,169
22.217328276642196,170
22.217328276642196,171
22.217328276642196,172
22.217328276642196,173
22.217328276642196,174
22.217328276642196,175
22.217328276642196,176
22.217328276642196,177
22.217328276642196,178
22.217328276642196,179
22.217328276642196,180
22.217328276642196,181
22.217328276642196,182
22.217328276642196,183
22.217328276642196,184
22.217328276642196,185
22.217328276642196,186
22.217328276642196,187
22.217328276642196,188
22.217328276642196,189
22.217328276642196,190
22.217328276642196,191
22.217328276642196,192
22.217328276642196,193
22.217328276642196,194
22.217328276642196,195
22.217328276642196,196
22.217328276642196,197
22.217328276642196,198
22.217328276642196,199
22.217328276642196,200
22.217328276642196,201
22.217328276642196,202
22.217328276642196,203
22.217328276642196,204
22.217328276642196,205
22.217328276642196,206
22.217328276642196,207
22.217328276642196,208
22.217328276642196,209
22.217328276642196,210
22.217328276642196,211
22.217328276642196,212
22.217328276642196,213
22.217328276642196,214
22.217328276642196,215
22.217328276642196,216
22.217328276642196,217
22.217328276642196,218
22.217328276642196,219
22.217328276642196,220
22.217328276642196,221
22.217328276642196,222
22.217328276642196,223
22.217328276642196,224
22.217328276642196,225
22.217328276642196,226
22.217328276642196,227
22.217328276642196,228
22.217328276642196,229
22.217328276642196,230
22.217328276642196,231
22.217328276642196,232
22.217328276642196,233
22.217328276642196,234
22.217328276642196,235
22.217328276642196,236
22.217328276642196,237
22.217328276642196,238
22.217328276642196,239
22.217328276642196,240
22.217328276642196,241
22.217328276642196,242
22.217328276642196,243
22.217328276642196,244
22.217328276642196,245
22.217328276642196,246
22.217328276642196,247
22.217328276642196,248
22.217328276642196,249
22.217328276642196,250
22.217328276642196,251
22.217328276642196,252
22.217328276642196,253
22.217328276642196,254
22.217328276642196,255
22.217328276642196,256
22.217328276642196,257
22.217328276642196,258
22.217328276642196,259
22.217328276642196,260
22.217328276642196,261
22.217328276642196,262
22.217328276642196,263
22.217328276642196,264
22.217328276642196,265
22.217328276642196,266
22.217328276642196,267
22.217328276642196,268
22.217328276642196,269
22.217328276642196,270
22.217328276642196,271
22.217328276642196,272
22.217328276642196,273
22.217328276642196,274
22.217328276642196,275
22.217328276642196,276
22.217328276642196,277
22.217328276642196,278
22.217328276642196,279
22.217328276642196,280
22.217328276642196,281
22.217328276642196,282
22.217328276642196,283
22.217328276642196,284
22.217328276642196,285
22.217328276642196,286
22.217328276642196,287
22.217328276642196,288
22.217328276642196,289
22.217328276642196,290
22.217328276642196,291
22.217328276642196,292
22.217328276642196,293
22.217328276642196,294
22.217328276642196,295
22.217328276642196,296
22.217328276642196,297
22.217328276642196,298
22.217328276642196,299
22.217328276642196,300
22.217328276642196,301
22.217328276642196,302
22.217328276642196,303
22.217328276642196,304
22.217328276642196,305
22.217328276642196,306
22.217328276642196,307
22.217328276642196,308
22.217328276642196,309
22.217328276642196,310
22.217328276642196,311
22.217328276642196,312
22.217328276642196,313
22.217328276642196,314
22.217328276642196,315
22.217328276642196,316
22.217328276642196,317
22.217328276642196,318
22.217328276642196,319
22.217328276642196,320
22.217328276642196,321
22.217328276642196,322
22.217328276642196,323
22.217328276642196,324
22.217328276642196,325
22.217328276642196,326
22.217328276642196,327
22.217328276642196,328
22.217328276642196,329
22.217328276642196,330
22.217328276642196,331
22.217328276642196,332
22.217328276642196,333
22.217328276642196,334
22.217328276642196,335
22.217328276642196,336
22.217328276642196,337
22.217328276642196,338
22.217328276642196,339
22.217328276642196,340
22.217328276642196,341
22.217328276642196,342
22.217328276642196,343
22.217328276642196,344
22.217328276642196,345
22.217328276642196,346
22.217328276642196,347
22.217328276642196,348
22.217328276642196,349
22.217328276642196,350
22.217328276642196,351
22.217328276642196,352
22.217328276642196,353
22.217328276642196,354
22.217328276642196,355
22.217328276642196,356
22.217328276642196,357
22.217328276642196,358
22.217328276642196,359
22.217328276642196,360
22.217328276642196,361
22.217328276642196,362
22.217328276642196,363
22.217328276642196,364
22.217328276642196,365
22.217328276642196,366
22.217328276642196,367
22.217328276642196,368
22.217328276642196,369
22.217328276642196,370
22.217328276642196,371
22.217328276642196,372
22.217328276642196,373
22.217328276642196,374
22.217328276642196,375
22.217328276642196,376
22.217328276642196,377
22.217328276642196,378
22.217328276642196,379
22.217328276642196,380
22.217328276642196,381
22.217328276642196,382
22.217328276642196,383
22.217328276642196,384
22.217328276642196,385
22.217328276642196,386
22.217328276642196,387
22.217328276642196,388
22.217328276642196,389
22.217328276642196,390
22.217328276642196,391
22.217328276642196,392
22.217328276642196,393
22.217328276642196,394
22.217328276642196,395
22.217328276642196,396
22.217328276642196,397
22.217328276642196,398
22.217328276642196,399
22.217328276642196,400
22.217328276642196,401
22.217328276642196,402
22.217328276642196,403
22.217328276642196,404
22.217328276642196,405
22.217328276642196,406
22.217328276642196,407
22.217328276642196,408
22.217328276642196,409
22.217328276642196,410
22.217328276642196,411
22.217328276642196,412
22.217328276642196,413
22.217328276642196,414
22.217328276642196,415
22.217328276642196,416
22.217328276642196,417
22.217328276642196,418
22.217328276642196,419
22.217328276642196,420
22.217328276642196,421
22.217328276642196,422
22.217328276642196,423
22.217328276642196,424
22.217328276642196,425
22.217328276642196,426
22.217328276642196,427
22.217328276642196,428
22.217328276642196,429
22.217328276642196,430
22.217328276642196,431
22.217328276642196,432
22.217328276642196,433
22.217328276642196,434
22.217328276642196,435
22.217328276642196,436
22.217328276642196,437
22.217328276642196,438
22.217328276642196,439
22.217328276642196,440
22.217328276642196,441
22.217328276642196,442
22.217328276642196,443
27.586901089219364,444
27.586901089219364,445
27.586901089219364,446
27.586901089219364,447
27.586901089219364,448
27.586901089219364,449
27.586901089219364,450
27.586901089219364,451
27.586901089219364,452
27.586901089219364,453
27.586901089219364,454
27.586901089219364,455
27.586901089219364,456
27.586901089219364,457
27.586901089219364,458
27.586901089219364,459
27.586901089219364,460
27.586901089219364,461
27.586901089219364,462
27.586901089219364,463
27.586901089219364,464
27.586901089219364,465
27.586901089219364,466
27.586901089219364,467
27.586901089219364,468
27.586901089219364,469
27.586901089219364,470
27.586901089219364,471
27.586901089219364,472
27.586901089219364,473
27.586901089219364,474
27.586901089219364,475
27.586901089219364,476
27.586901089219364,477
27.586901089219364,478
27.586901089219364,479
27.586901089219364,480
27.586901089219364,481
27.586901089219364,482
27.586901089219364,483
27.586901089219364,484
27.586901089219364,485
27.586901089219364,486
27.586901089219364,487
27.586901089219364,488
27.586901089219364,489
27.586901089219364,490
27.586901089219364,491
27.586901089219364,492
27.586901089219364,493
27.586901089219364,494
27.586901089219364,495
27.586901089219364,496
27.586901089219364,497
27.586901089219364,498
27.586901089219364,499
27.586901089219364,500
27.586901089219364,501
27.586901089219364,502
27.586901089219364,503
27.586901089219364,504
27.586901089219364,505
27.586901089219364,506
27.586901089219364,507
27.586901089219364,508
27.586901089219364,509
27.586901089219364,510
27.586901089219364,511
27.586901089219364,512
27.586901089219364,513
27.586901089219364,514
27.586901089219364,515
27.586901089219364,516
27.586901089219364,517
27.586901089219364,518
27.586901089219364,519
27.586901089219364,520
27.586901089219364,521
27.586901089219364,522
27.586901089219364,523
27.586901089219364,524
27.586901089219364,525
27.586901089219364,526
27.586901089219364,527
27.586901089219364,528
27.586901089219364,529
27.586901089219364,530
27.586901089219364,531
27.586901089219364,532
27.586901089219364,533
27.586901089219364,534
27.586901089219364,535
27.586901089219364,536
27.586901089219364,537
27.586901089219364,538
27.586901089219364,539
27.586901089219364,540
27.586901089219364,541
27.586901089219364,542
27.586901089219364,543
27.586901089219364,544
27.586901089219364,545
27.586901089219364,546
27.586901089219364,547
27.586901089219364,548
27.586901089219364,549
27.586901089219364,550
27.586901089219364,551
27.586901089219364,552
27.586901089219364,553
27.586901089219364,554
27.586901089219364,555
27.586901089219364,556
27.586901089219364,557
27.586901089219364,558
27.586901089219364,559
27.586901089219364,560
27.586901089219364,561
27.586901089219364,562
27.586901089219364,563
27.586901089219364,564
27.586901089219364,565
27.586901089219364,566
27.586901089219364,567
27.586901089219364,568
27.586901089219364,569
27.586901089219364,570
27.586901089219364,571
27.586901089219364,572
27.586901089219364,573
27.586901089219364,574
27.586901089219364,575
27.586901089219364,576
27.586901089219364,577
27.586901089219364,578
27.586901089219364,579
27.586901089219364,580
27.586901089219364,581
27.586901089219364,582
27.586901089219364,583
27.586901089219364,584
27.586901089219364,585
27.586901089219364,586
27.586901089219364,587
27.586901089219364,588
27.586901089219364,589
27.586901089219364,590
27.586901089219364,591
27.586901089219364,592
27.586901089219364,593
27.586901089219364,594
27.586901089219364,595
27.586901089219364,596
27.586901089219364,597
27.586901089219364,598
27.586901089219364,599
27.586901089219364,600
27.586901089219364,601
27.586901089219364,602
27.586901089219364,603
27.586901089219364,604
27.586901089219364,605
27.586901089219364,606
27.586901089219364,607
27.586901089219364,608
27.586901089219364,609
27.586901089219364,610
27.586901089219364,611
27.586901089219364,612
27.586901089219364,613
27.586901089219364,614
27.586901089219364,615
27.586901089219364,616
27.586901089219364,617
27.586901089219364,618
27.586901089219364,619
27.586901089219364,620
27.586901089219364,621
27.586901089219364,622
27.586901089219364,623
27.586901089219364,624
27.586901089219364,625
27.586901089219364,626
27.586901089219364,627
27.586901089219364,628
27.586901089219364,629
27.586901089219364,630
27.586901089219364,631
27.586901089219364,632
27.586901089219364,633
27.586901089219364,634
27.586901089219364,635
27.586901089219364,636
27.586901089219364,637
27.586901089219364,638
27.586901089219364,639
27.586901089219364,640
27.586901089219364,641
27.586901089219364,642
27.586901089219364,643
27.586901089219364,644
27.586901089219364,645
27.586901089219364,646
27.586901089219364,647
27.586901089219364,648
27.586901089219364,649
27.586901089219364,650
27.586901089219364,651
27.586901089219364,652
27.586901089219364,653
27.586901089219364,654
27.586901089219364,655
27.586901089219364,656
27.586901089219364,657
27.586901089219364,658
27.586901089219364,659
27.586901089219364,660
27.586901089219364,661
27.586901089219364,662
27.586901089219364,663
27.586901089219364,664
27.586901089219364,665
27.586901089219364,666
27.586901089219364,667
27.586901089219364,668
27.586901089219364,669
27.586901089219364,670
27.586901089219364,671
27.586901089219364,672
27.586901089219364,673
27.586901089219364,674
27.586901089219364,675
27.586901089219364,676
27.586901089219364,677
27.586901089219364,678
27.586901089219364,679
27.586901089219364,680
27.586901089219364,681
27.586901089219364,682
27.586901089219364,683
27.586901089219364,684
27.586901089219364,685
27.586901089219364,686
27.586901089219364,687
27.586901089219364,688
27.586901089219364,689
27.586901089219364,690
27.586901089219364,691
27.586901089219364,692
27.586901089219364,693
27.586901089219364,694
27.586901089219364,695
27.586901089219364,696
27.586901089219364,697
27.586901089219364,698
27.586901089219364,699
27.586901089219364,700
27.586901089219364,701
27.586901089219364,702
27.586901089219364,703
27.586901089219364,704
27.586901089219364,705
27.586901089219364,706
27.586901089219364,707
27.586901089219364,708
27.586901089219364,709
27.586901089219364,710
27.586901089219364,711
27.586901089219364,712
27.586901089219364,713
27.586901089219364,714
27.586901089219364,715
27.586901089219364,716
27.586901089219364,717
27.586901089219364,718
27.586901089219364,719
27.586901089219364,720
27.586901089219364,721
27.586901089219364,722
27.586901089219364,723
27.586901089219364,724
27.586901089219364,725
27.586901089219364,726
27.586901089219364,727
27.586901089219364,728
27.586901089219364,729
27.586901089219364,730
27.586901089219364,731
27.586901089219364,732
27.586901089219364,733
27.586901089219364,734
27.586901089219364,735
27.586901089219364,736
27.586901089219364,737
27.586901089219364,738
27.586901089219364,739
27.586901089219364,740
27.586901089219364,741
27.586901089219364,742
27.586901089219364,743
27.586901089219364,744
27.586901089219364,745
27.586901089219364,746
27.586901089219364,747
27.586901089219364,748
27.586901089219364,749
27.586901089219364,750
27.586901089219364,751
27.586901089219364,752
27.586901089219364,753
27.586901089219364,754
27.586901089219364,755
27.586901089219364,756
27.586901089219364,757
27.586901089219364,758
27.586901089219364,759
27.586901089219364,760
27.586901089219364,761
27.586901089219364,762
27.586901089219364,763
27.586901089219364,764
27.586901089219364,765
27.586901089219364,766
27.586901089219364,767
27.586901089219364,768
27.586901089219364,769
27.586901089219364,770
27.586901089219364,771
27.586901089219364,772
27.586901089219364,773
27.586901089219364,774
27.586901089219364,775
27.586901089219364,776
27.586901089219364,777
27.586901089219364,778
27.586901089219364,779
27.586901089219364,780
27.586901089219364,781
27.586901089219364,782
27.586901089219364,783
27.586901089219364,784
27.586901089219364,785
27.586901089219364,786
27.586901089219364,787
27.586901089219364,788
27.586901089219364,789
27.586901089219364,790
27.586901089219364,791
27.586901089219364,792
27.586901089219364,793
27.586901089219364,794
27.586901089219364,795
27.586901089219364,796
27.586901089219364,797
27.586901089219364,798
27.586901089219364,799
27.586901089219364,800
27.586901089219364,801
27.586901089219364,802
27.586901089219364,803
27.586901089219364,804
27.586901089219364,805
27.586901089219364,806
27.586901089219364,807
27.586901089219364,808
27.586901089219364,809
27.586901089219364,810
27.586901089219364,811
27.586901089219364,812
27.586901089219364,813
27.586901089219364,814
27.586901089219364,815
27.586901089219364,816
27.586901089219364,817
27.586901089219364,818
27.586901089219364,819
27.586901089219364,820
27.586901089219364,821
27.586901089219364,822
27.586901089219364,823
27.586901089219364,824
27.586901089219364,825
27.586901089219364,826
27.586901089219364,827
27.586901089219364,828
27.586901089219364,829
27.586901089219364,830
27.586901089219364,831
27.586901089219364,832
27.586901089219364,833
27.586901089219364,834
27.586901089219364,835
27.586901089219364,836
27.586901089219364,837
27.586901089219364,838
27.586901089219364,839
27.586901089219364,840
27.586901089219364,841
27.586901089219364,842
27.586901089219364,843
27.586901089219364,844
27.586901089219364,845
27.586901089219364,846
27.586901089219364,847
27.586901089219364,848
27.586901089219364,849
27.586901089219364,850
27.586901089219364,851
27.586901089219364,852
27.586901089219364,853
27.586901089219364,854
27.586901089219364,855
27.586901089219364,856
27.586901089219364,857
27.586901089219364,858
27.586901089219364,859
27.586901089219364,860
27.586901089219364,861
27.586901089219364,862
27.586901089219364,863
27.586901089219364,864
27.586901089219364,865
27.586901089219364,866
27.586901089219364,867
27.586901089219364,868
27.586901089219364,869
27.586901089219364,870
27.586901089219364,871
27.586901089219364,872
27.586901089219364,873
27.586901089219364,874
27.586901089219364,875
27.586901089219364,876
27.586901089219364,877
27.586901089219364,878
27.586901089219364,879
27.586901089219364,880
27.586901089219364,881
27.586901089219364,882
27.586901089219364,883
27.586901089219364,884
27.586901089219364,885
27.586901089219364,886
27.586901089219364,887
27.586901089219364,888
27.586901089219364,889
27.586901089219364,890
27.586901089219364,891
27.586901089219364,892
27.586901089219364,893
27.586901089219364,894
27.586901089219364,895
27.586901089219364,896
27.586901089219364,897
27.586901089219364,898
27.586901089219364,899
27.586901089219364,900
27.586901089219364,901
27.586901089219364,902
27.586901089219364,903
27.586901089219364,904
27.586901089219364,905
27.586901089219364,906
27.586901089219364,907
27.586901089219364,908
27.586901089219364,909
27.586901089219364,910
27.586901089219364,911
27.586901089219364,912
27.586901089219364,913
27.586901089219364,914
27.586901089219364,915
27.586901089219364,916
27.586901089219364,917
27.586901089219364,918
27.586901089219364,919
27.586901089219364,920
27.586901089219364,921
27.586901089219364,922
27.586901089219364,923
27.586901089219364,924
27.586901089219364,925
27.586901089219364,926
27.586901089219364,927
27.586901089219364,928
27.586901089219364,929
27.586901089219364,930
27.586901089219364,931
27.586901089219364,932
27.586901089219364,933
27.586901089219364,934
27.586901089219364,935
27.586901089219364,936
27.586901089219364,937
27.586901089219364,938
27.586901089219364,939
27.586901089219364,940
27.586901089219364,941
27.586901089219364,942
27.586901089219364,943
27.586901089219364,944
27.586901089219364,945
27.586901089219364,946
27.586901089219364,947
27.586901089219364,948
27.586901089219364,949
27.586901089219364,950
27.586901089219364,951
27.586901089219364,952
27.586901089219364,953
27.586901089219364,954
27.586901089219364,955
27.586901089219364,956
27.586901089219364,957
27.586901089219364,958
27.586901089219364,959
27.586901089219364,960
27.586901089219364,961
27.586901089219364,962
27.586901089219364,963
27.586901089219364,964
27.586901089219364,965
27.586901089219364,966
27.586901089219364,967
27.586901089219364,968
27.586901089219364,969
27.586901089219364,970
27.586901089219364,971
27.586901089219364,972
27.586901089219364,973
27.586901089219364,974
27.586901089219364,975
27.586901089219364,976
27.586901089219364,977
27.586901089219364,978
27.586901089219364,979
27.586901089219364,980
27.586901089219364,981
27.586901089219364,982
27.586901089219364,983
27.586901089219364,984
27.586901089219364,985
27.586901089219364,986
27.586901089219364,987
27.586901089219364,988
27.586901089219364,989
27.586901089219364,990
27.586901089219364,991
27.586901089219364,992
27.586901089219364,993
27.586901089219364,994
27.586901089219364,995
27.586901089219364,996
27.586901089219364,997
27.586901089219364,998
27.586901089219364,999
